0.000000e+00 4.000000e+02 -8.000000e+02     -nan     -nan 6.666667e-01
2.268813e+00 2.820008e+02 -5.795480e+02 2.121047e+03 6.272135e+02 6.189789e-01
2.269480e+00 2.793678e+02 -5.805516e+02 2.491119e+03 6.499766e+02 6.128411e-01
2.270146e+00 2.707222e+02 -5.753212e+02 2.937111e+03 6.561104e+02 6.011551e-01
2.270813e+00 2.684342e+02 -5.708024e+02 2.607060e+03 6.416957e+02 6.019633e-01
2.271480e+00 2.753282e+02 -5.774168e+02 2.653806e+03 6.619847e+02 6.072408e-01
2.272146e+00 2.629038e+02 -5.683384e+02 2.985271e+03 6.842696e+02 5.913634e-01
2.272813e+00 2.904236e+02 -5.835140e+02 1.404948e+03 5.258279e+02 6.322338e-01
2.273480e+00 2.763222e+02 -5.767016e+02 2.436458e+03 6.502483e+02 6.092458e-01
2.274146e+00 2.702254e+02 -5.728032e+02 2.736417e+03 6.558128e+02 6.023387e-01
2.274813e+00 2.755722e+02 -5.740708e+02 2.231980e+03 6.323744e+02 6.118129e-01
2.275480e+00 2.697004e+02 -5.737868e+02 2.988491e+03 6.816060e+02 5.996164e-01
2.276146e+00 2.693644e+02 -5.702432e+02 2.652560e+03 6.643587e+02 6.022895e-01
2.276813e+00 2.624512e+02 -5.690608e+02 3.128193e+03 6.629844e+02 5.912056e-01
2.277480e+00 2.875152e+02 -5.815544e+02 1.520450e+03 5.596903e+02 6.290257e-01
2.316000e+00 2.487308e+02 -5.488016e+02 2.919683e+03 6.626219e+02 5.800110e-01
2.362857e+00 2.018446e+02 -5.138244e+02 3.795896e+03 6.105291e+02 4.989731e-01
2.409714e+00 1.846236e+02 -4.927796e+02 3.161170e+03 5.379445e+02 4.865276e-01
2.456571e+00 1.626658e+02 -4.710108e+02 2.944622e+03 4.735755e+02 4.288557e-01
2.503429e+00 1.192786e+02 -4.459952e+02 2.698796e+03 3.815213e+02 2.482647e-01
2.550286e+00 1.101348e+02 -4.288108e+02 2.184443e+03 3.484840e+02 2.432222e-01
2.597143e+00 9.691540e+01 -4.140836e+02 1.737553e+03 2.877586e+02 2.003742e-01
2.644000e+00 8.276860e+01 -3.980300e+02 1.311220e+03 2.499036e+02 1.526001e-01
2.690857e+00 8.407860e+01 -3.902588e+02 1.326863e+03 2.572141e+02 1.458363e-01
2.737714e+00 7.565420e+01 -3.756176e+02 1.019485e+03 2.270265e+02 1.546328e-01
2.784571e+00 7.401680e+01 -3.664944e+02 1.001603e+03 2.161178e+02 1.045036e-01
2.831429e+00 6.507800e+01 -3.585316e+02 8.237115e+02 1.996954e+02 6.552751e-02
2.878286e+00 6.333780e+01 -3.491416e+02 7.745386e+02 1.886766e+02 4.958798e-02
2.925143e+00 6.072240e+01 -3.402388e+02 6.741966e+02 1.785373e+02 8.382209e-02
2.972000e+00 5.593740e+01 -3.312376e+02 5.419033e+02 1.665734e+02 1.108831e-01
3.018857e+00 5.566740e+01 -3.248580e+02 5.361396e+02 1.553267e+02 1.020972e-01
3.065714e+00 5.187960e+01 -3.159724e+02 5.014432e+02 1.493598e+02 2.870417e-02
3.112571e+00 4.939400e+01 -3.095700e+02 4.354355e+02 1.405842e+02 1.392159e-02
3.159429e+00 4.755540e+01 -3.033832e+02 3.991786e+02 1.341325e+02 5.389849e-02
3.206286e+00 4.777340e+01 -2.975624e+02 3.752921e+02 1.239635e+02 7.720117e-02
3.253143e+00 4.444160e+01 -2.901564e+02 3.305179e+02 1.176255e+02 5.261378e-02
