0.000000e+00 1.000000e+02 -2.000000e+02     -nan     -nan 6.666667e-01
2.690857e+00 3.950840e+01 -1.002276e+02 2.122779e+02 7.750058e+01 3.536448e-01
2.737714e+00 3.592660e+01 -9.628960e+01 1.920045e+02 6.830328e+01 3.038589e-01
2.784571e+00 3.513820e+01 -9.357120e+01 1.748883e+02 6.260292e+01 3.132463e-01
2.831429e+00 3.415600e+01 -9.149800e+01 1.657890e+02 5.779038e+01 3.068472e-01
2.878286e+00 3.185340e+01 -8.917560e+01 1.534879e+02 5.296064e+01 2.653142e-01
2.925143e+00 3.033040e+01 -8.631120e+01 1.346105e+02 4.860168e+01 2.573232e-01
2.972000e+00 2.882700e+01 -8.394040e+01 1.292190e+02 4.661195e+01 2.172061e-01
3.018857e+00 2.702080e+01 -8.128840e+01 1.118711e+02 4.123984e+01 2.063573e-01
3.065714e+00 2.607760e+01 -7.938640e+01 1.073048e+02 3.967341e+01 1.807813e-01
3.112571e+00 2.473260e+01 -7.780720e+01 9.650326e+01 3.690973e+01 1.594362e-01
3.159429e+00 2.367000e+01 -7.563160e+01 9.010462e+01 3.434284e+01 1.475318e-01
3.206286e+00 2.393460e+01 -7.453440e+01 8.906334e+01 3.457210e+01 1.617008e-01
3.253143e+00 2.281140e+01 -7.339600e+01 8.168705e+01 3.233491e+01 1.358966e-01
